Title,Job_Desc,Date_Posted,Remote Work Level,Location,Job Type,Job Schedule,Career Level,Travel Required,Categories,User-Agent
Director of Software Engineer - DevOps,"Full-time, remote role with light travel required. Candidate will hire and build a world-class DevOps team, improve existing elements of the pipeline, and handle AWS infrastructure management. Must have three years of managerial experience.",01/05/21,100% Remote,US National,Employee,01/05/21,"Senior Level Manager (Director, Dept Head, VP, General Manager, C-level)","Yes, a bit","Computer & IT,Database Administration,System Administration,Project Management,Software Development,Ruby on Rails",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:83.0) Gecko/20100101 Firefox/83.0
 Senior NodeJS Engineer,"Senior NodeJS Engineer needed for a full-time, remote position. The ideal candidate will have previous experience with & knowledge of microservices architecture, previous experience with blockchain integration, and exceptional JavaScript skills.",01/05/21,100% Remote,US National,Employee,01/05/21,Experienced,No specification,"Software Development,.NET,Ruby on Rails","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
Senior Product Designer,Full-time role with the option to telecommute for the right candidate. Will create product design UI deliverables for collaboration with engineering and help lead the evolution of the design system. Must have three years of exp. as a product designer.,01/05/21,Remote - During Pandemic,"New York, NY, Seattle, WA",Employee,01/05/21,Manager,No specification,"Graphic Design,Interactive Design,Project Management,Software Development,iOS,Java & Android",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:83.0) Gecko/20100101 Firefox/83.0
Software Developer,"Full-time, temporary software developer will engineer and deploy vendor product solutions in the areas of single sign-on, web services API authorization, and two-factor authentication. Must have five years of experience and a bachelor's degree.",01/05/21,100% Remote,"Scottsdale, AZ, WA, OR, CA, NV, ID, UT, AZ, MT, WY, CO, NM",Temporary,01/05/21,Experienced,No specification,"Computer & IT,Computer Security,Software Development,SQL,Java & Android",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.8) Gecko/20100101 Firefox/60.8
Public Health Data Analyst,"Full-time position starting out working remotely. Responsibilities include developing efficient solutions to complex data management issues, generating reports & visualizations, and developing & implementing quality control procedures. Master's required.",01/05/21,Remote - During Pandemic,"Atlanta, GA",Employee,01/05/21,Experienced,No specification,"Computer & IT,Database Administration,Statistics,Medical & Health,Health Administration,Software Development","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
"Tech Lead, Platform","Full-time, remote position. Responsibilities include owning the vision for eCommerce & back-end architecture, leading a back-end team, owning large projects, performing code reviews, creating reference code, and mentoring & growing junior developers.",01/05/21,100% Remote,US National,Employee,01/05/21,Manager,No specification,"Computer & IT,Software Development",Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Principal Java Engineer - Query Languages,"Build query language support for the company, contribute to the improvement, prototype new ideas, engage with the product teams to expand language offerings of the company's Stack users and support open source projects. Remote job.",01/05/21,100% Remote,Work from Anywhere,Employee,01/05/21,Experienced,No,"Computer & IT,SQL,Software Development,Java & Android",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:83.0) Gecko/20100101 Firefox/83.0
Principal Performance Engineer,"Build performance analysis tools, investigate complex performance issues, and socialize performance-engineering best practices. Python experience and strong general software development skills are required. Full-time, remote position. ",01/05/21,100% Remote,US National,Employee,01/05/21,Experienced,No,"Software Development,Python,Computer & IT",Mozilla/5.0 (X11; Linux x86_64; rv:83.0) Gecko/20100101 Firefox/83.0
Principal Search Engineer,"Design and implement new, fast, horizontally-scalable features and APIs, integrating and exposing new features from Apache Lucene. Must be conversant in the standard library of data structures and concurrency constructs. WFH.",01/05/21,100% Remote,"Albania, Bulgaria, Croatia, Czech Republic, Egypt, Estonia, Ghana, Greece, Hungary, Israel, Kenya, Macedonia, Nigeria, Russia, Turkey, Saudi Arabia, Serbia, Slovakia, South Africa, United Arab Emirate, or US National",Employee,01/05/21,Experienced,No,"Software Development,Java & Android","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5 (Ergänzendes Update)) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
Principal Java Engineer - Distributed Systems Team,"Work on internal systems that support concurrent and consistent indexing across multiple machines. Must be conversant in the standard library of data structures and concurrency constructs. Full-time, remote position.",01/05/21,100% Remote,"Albania, Bulgaria, Croatia, Czech Republic, Egypt, Estonia, Ghana, Greece, Hungary, Israel, Kenya, Macedonia, Nigeria, Russia, Turkey, Saudi Arabia, Serbia, Slovakia, South Africa, United Arab Emirate, or US National",Employee,01/05/21,Experienced,No,"Software Development,Java & Android,QA & Testing","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5 (Ergänzendes Update)) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
React Native Developer,Work with other advanced software engineers on multiple project teams to build industry-leading applications for clients. Must have a bachelor's degree and 3+ years of experience in software development. WFH with flex hours.,01/05/21,100% Remote,Work from Anywhere,Employee,01/05/21,Experienced,No,"Software Development,iOS,Java & Android",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.8) Gecko/20100101 Firefox/60.8
Salesforce Developer,"Design and develop highly scalable web applications using Java, JSP, HTML/DHTML, CSS, Javascript, Oracle, and Salesforce technologies. Must have a bachelor's degree and 3 years of experience. Full-time, remote position.",01/05/21,100% Remote,US National,Employee,01/05/21,Experienced,No,"Computer & IT,Computer Security,Software Development,Java & Android","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5 (Ergänzendes Update)) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
Cloud - Lead Software Engineer - Analytics,"The lead software engineer will lead a team in building data pipelines, collaborate on data products, develop and improve APIs, and improve engineering processes. Must have at least a decade of high-quality coding experience. Remote position.",01/05/21,100% Remote,"Albania, Bulgaria, Croatia, Czech Republic, Egypt, Estonia, Ghana, Greece, Hungary, Israel, Kenya, Macedonia, Nigeria, Russia, Turkey, Saudi Arabia, Serbia, Slovakia, South Africa, United Arab Emirate, or US National",Employee,01/05/21,Manager,No specification,"Computer & IT,Software Development,Python",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.8) Gecko/20100101 Firefox/60.8
Senior Web Developer,"Full-time, remote candidate will compose technical documentation, work on architecture design for projects, and assist with code reviews and technical project management. Must have four plus years of software development experience.",01/05/21,100% Remote,Work from Anywhere,Employee,01/05/21,Manager,"Yes, a bit","Software Development,Web Design,PHP",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.8) Gecko/20100101 Firefox/60.8
Ruby on Rails Developer,"Home-based job opportunity for a Ruby on Rails developer. Candidates need at least three years' experience in software development. Experience with Ruby on Rails, JavaScript, and SQL is required. Must have at least a bachelor's degree. 
",01/05/21,100% Remote,Work from Anywhere,Employee,01/05/21,Experienced,No specification,"Software Development,Ruby on Rails,SQL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
DevOps Engineer,"Seeking a DevOps engineer for a full-time, remote opportunity. Will deliver DevOps solutions and technical support for industry-leading applications. Must have three plus years of professional AWS DevOps experience and a bachelor's degree.",01/05/21,100% Remote,Work from Anywhere,Employee,01/05/21,Experienced,No specification,"Software Development,Python",Mozilla/5.0 (X11; Linux x86_64; rv:83.0) Gecko/20100101 Firefox/83.0
Salesforce Technical Architect,"Design and develop software solutions to fulfill client needs. Articulate process flows, data models, and architecture landscapes. Must have a bachelor's degree and 2 years of experience as a computer software professional. WFH.",01/05/21,100% Remote,US National,Employee,01/05/21,Entry-Level,No,Software Development,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
Senior Backend Engineer - Java,"Senior Backend Engineer needed for a full-time, remote position offering flexible scheduling. The ideal candidate will have previous software development experience as well as server-side development Java or JVM-based API development experience.",01/05/21,100% Remote,Mexico,Employee,01/05/21,Experienced,No specification,"Software Development,Java & Android,SQL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763"
Director of User Experience,"Full-time, remote position. Responsibilities include serving as an advocate for user experience across departments, working with stakeholders to clarify issues, and leading user research & design functions. 10+ yrs' related experience required.",01/05/21,100% Remote,US National,Employee,01/05/21,"Senior Level Manager (Director, Dept Head, VP, General Manager, C-level)",No specification,"Business Development,Computer & IT,Interactive Design,Project Management,Software Development,Internet & Ecommerce","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
Senior Backend Engineer - Java,"Seeking a senior backend engineer for a full-time, remote role. The ideal candidate should have over five years of senior-level experience with software development, server-side development, lean agile development, and Java. ",01/05/21,100% Remote,Uruguay,Employee,01/05/21,Manager,No specification,"Software Development,Java & Android,SQL",Mozilla/5.0 (X11; Linux x86_64; rv:83.0) Gecko/20100101 Firefox/83.0
Senior Technical Recruiter,"Remote position for a senior technical recruiter. Will own the full lifecycle of recruiting process for technical roles, help develop sourcing and engagement strategies, develop pipeline of talent, and report on recruiting metrics. Need seven years' exp.",01/05/21,100% Remote,US National,Employee,01/05/21,Experienced,No specification,"Client Services,Computer & IT,HR & Recruiting,Software Development",Mozilla/5.0 (X11; Linux x86_64; rv:83.0) Gecko/20100101 Firefox/83.0
Junior Infrastructure Engineer,"Engage with the development team and provide advice and tools needed to create features in development, respond to issues, build workarounds and fixes and apply creative thinking. Previous work experience in DevOps is needed. Remote job.",01/05/21,100% Remote,"London, United Kingdom",Employee,01/05/21,Experienced,No,"Computer & IT,SQL,Software Development,Python,Networking,System Administration","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
Technical Lead Manager,"Leads engineering projects & team members, develops APIs, & builds infrastructure & services that support product growth. Must have at least five years' team leadership experience with two or more years' engineering management exp. Remote position.",01/05/21,100% Remote,US National,Employee,01/05/21,Manager,No specification,"Software Development,Python","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5 (Ergänzendes Update)) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
